prédikunarstólinn,    ˈpʰrɛːtɪkʏnarstouːlɪn
allmikið,             ˈatl̥mɪcɪð
allmörg,              ˈatl̥mœrk
allmörgum,            ˈatl̥mœrkʏm
allnokkra,            ˈatl̥nɔhkra
allnokkrar,           ˈatl̥nɔhkrar
allnokkrum,           ˈatl̥nɔhkrʏm
allnokkur,            ˈatl̥nɔhkʏr
allnokkuð,            ˈatl̥nɔhkʏð
allnáið,              ˈatl̥nauɪð
alloft,               ˈatlɔft
allra,                ˈatl̥ra
allrahanda,           ˈatl̥rahanta
allrar,               ˈatl̥rar
allravestast,         ˈatlravɛstast
allri,                ˈatl̥rɪ
alls,                 ˈals
allsber,              ˈalspɛr
allsberir,            ˈalspɛrɪr
allsendis,            ˈalsɛntɪs
allsherjar,           ˈalshɛrjar
allsherjarnefndin,    ˈalshɛrjarnɛmtɪn
allsherjarsál,        ˈalshɛrjarsauːl
allsherjartákn,       ˈalshɛrjartʰauhkn̥
allsherjarþinginu,    ˈalshɛrjarθiɲcɪnʏ
allskonar,            ˈalskʰɔnar
allskostar,           ˈalskʰɔstar
allskyns,             ˈalscʰɪns
allsráðandi,          ˈalsrauðantɪ
allstaðar,            ˈalstaðar
allstóran,            ˈatl̥stouːran
allstórir,            ˈatlstouːrɪr
allt,                 ˈal̥t
alltaf,               ˈal̥tav
alltof,               ˈal̥tɔv
alltsvo,              ˈal̥tsɔ
alltumlykjandi,       ˈal̥tʏmlɪcantɪ
alltént,              ˈatl̥tʰjɛn̥t
allur,                ˈatlʏr
allvel,               ˈatl̥vɛːl
allveruleg,           ˈatl̥vɛːrʏlɛɣ
allverulega,          ˈatl̥vɛːrʏlɛɣa
allverulegt,          ˈatl̥vɛːrʏlɛxt
alma,                 ˈalma
almanak,              ˈalmanaːk
almanaki,             ˈalmanaːcɪ
almanakið,            ˈalmanaːcɪð
almannafæri,          ˈalmanafaiːrɪ
almannafé,            ˈalmanafjɛː
almannagjá,           ˈalmanacauː
almannahagsmunir,     ˈalmanahaxsmʏnɪr
almannaheilla,        ˈalmanaheitla
almannaskarð,         ˈalmanaskarð
almannatenglar,       ˈalmanatʰeiŋlar
almannatengsl,        ˈalmanatʰeiŋstl̥
almannatrygginga,     ˈalmanatʰrɪciŋka
almannatryggingar,    ˈalmanatʰrɪciŋkar
almannavarna,         ˈalmanavartna
almannavarnir,        ˈalmanavartnɪr
almar,                ˈalmar
almarsson,            ˈalmar̥sɔːn
almenn,               ˈalmɛn
almenna,              ˈalmɛna
almennan,             ˈalmɛnan
almennar,             ˈalmɛnar
almennari,            ˈalmɛnarɪ
almenni,              ˈalmɛnɪ
almennileg,           ˈalmɛnɪlɛɣ
almennilega,          ˈalmɛnɪlɛɣa
almennilegan,         ˈalmɛnɪlɛɣan
almennilegir,         ˈalmɛnɪleiːjɪr
almennilegt,          ˈalmɛnɪlɛxt
almennilegum,         ˈalmɛnɪlɛɣʏm
almennilegur,         ˈalmɛnɪlɛɣʏr
almenning,            ˈalmɛniŋk
almenningi,           ˈalmɛniɲcɪ
almenninginn,         ˈalmɛniɲcɪn
almenningnum,         ˈalmɛniŋknʏm
almennings,           ˈalmɛniŋks
almenningsbókasöfn,   ˈalmɛniŋspouːkasœpn̥
almenningseign,       ˈalmɛniŋkseikn̥
almenningseigu,       ˈalmɛniŋseiɣʏ
almenningshlaupa,     ˈalmɛniŋsl̥œipa
almenningssamgangna,  ˈalmɛniŋksamkauŋkna
almenningssamgöngum,  ˈalmɛniŋksamkœiŋkʏm
almenningssamgöngur,  ˈalmɛniŋksamkœiŋkʏr
almenningssjóðunum,   ˈalmɛniŋsjouːðɔnʏm
almenningstindur,     ˈalmɛniŋstʰɪntʏr
almenningsálitið,     ˈalmɛniŋksauːlɪtɪð
almenningur,          ˈalmɛniŋkʏr
almennir,             ˈalmɛnɪr
almennra,             ˈalmɛnra
almennrar,            ˈalmɛnrar
almennri,             ˈalmɛnrɪ
almenns,              ˈalmɛns
almennt,              ˈalmɛn̥t
almennu,              ˈalmɛnʏ
almennum,             ˈalmɛnʏm
almennur,             ˈalmɛnʏr
almáttugan,           ˈalmauhtʏɣan
almáttugs,            ˈalmauhtʏxs
almáttugur,           ˈalmauhtʏɣʏr
almættinu,            ˈalmaihtɪnʏ
almættið,             ˈalmaihtɪð
almúgann,             ˈalmuɣan
almúgans,             ˈalmuɣans
almúginn,             ˈalmujɪn
alnæmi,               ˈalnaimɪ
alnæmis,              ˈalnaimɪs
alnæmisfaraldrinum,   ˈalnaimɪsfaːraltrɪnʏm
alnæmissamtökin,      ˈalnaimɪsamtœcɪn
aloe,                 ˈaːlouɛ
alpagreinar,          ˈal̥pakreinar
alpagreinum,          ˈal̥pakreinʏm
alpaklúbbsins,        ˈal̥pakʰlupsɪns
alpaklúbburinn,       ˈal̥pakʰlupʏrɪn
alrangt,              ˈalrauŋ̊t
alræmda,              ˈalraimta
alræmdi,              ˈalraimtɪ
alræmdu,              ˈalraimtʏ
alræmdur,             ˈalraimtʏr
alræði,               ˈalraiðɪ
alríkislögreglan,     ˈalricɪstlœɣrɛklan
alríkislögreglunnar,  ˈalricɪstlœɣrɛklʏnar
als,                  ˈals
alsett,               ˈalsɛht
alsettum,             ˈaːlsɛhtʏm
alsettur,             ˈalsɛhtʏr
alskegg,              ˈalscɛk
alsnjóa,              ˈaːlstnjoua
alsoddi,              ˈalsɔtɪ
alstaðar,             ˈalstaðar
alsæll,               ˈalsaitl̥
alsælu,               ˈalsailʏ
alsír,                ˈalsir
alt,                  ˈal̥t
altalandi,            ˈaːltʰaːlantɪ
altari,               ˈal̥tarɪ
altarinu,             ˈal̥tarɪnʏ
altaris,              ˈal̥tarɪs
altarisganga,         ˈal̥tarɪskauŋka
altarisgöngu,         ˈal̥tarɪskœiŋkʏ
altarissakramentinu,  ˈal̥tarɪsakramɛn̥tɪnʏ
altarissakramentið,   ˈal̥tarɪsakramɛn̥tɪð
altarissveinn,        ˈal̥tarɪsveitn̥
altaristöfluna,       ˈal̥tarɪstʰœplʏna
altarið,              ˈal̥tarɪð
altekin,              ˈaltɛcɪn
altekinn,             ˈaltɛcɪn
altekið,              ˈaltɛcɪð
altsvo,               ˈal̥tsɔ
alténd,               ˈaltjɛn̥t
alvara,               ˈalvara
alvaran,              ˈalvaran
alvarleg,             ˈalvarlɛɣ
alvarlega,            ˈalvarlɛɣa
alvarlegan,           ˈalvarlɛɣan
alvarlegar,           ˈalvarlɛɣar
alvarlegasta,         ˈalvarlɛɣasta
alvarlegir,           ˈalvarleijɪr
alvarlegra,           ˈalvarlɛɣra
alvarlegri,           ˈalvarlɛɣrɪ
alvarlegs,            ˈalvarlɛxs
alvarlegt,            ˈalvarlɛxt
alvarlegu,            ˈalvarlɛɣʏ
alvarlegum,           ˈalvarlɛɣʏm
alvarlegur,           ˈalvarlɛɣʏr
alvarlegustu,         ˈalvarlɛɣʏstʏ
alvarleika,           ˈalvarleiːka
alveg,                ˈalvɛɣ
alveldi,              ˈalvɛltɪ
alversta,             ˈalvɛr̥sta
alvitur,              ˈalvɪtʏr
alviðru,              ˈalvɪðrʏ
alvæpni,              ˈalvaihpnɪ
alvöru,               ˈalvœrʏ
alvörugefin,          ˈalvœrʏcɛvɪn
alvörugefinn,         ˈalvœrʏcɛvɪn
alvörugefni,          ˈalvœrʏcɛpnɪ
alvörumál,            ˈalvœrʏmauːl
alvöruna,             ˈalvœrʏna
alvörunni,            ˈalvœrʏnɪ
alvörupabba,          ˈalvœrʏpapa
alvörusamninga,       ˈalvœrʏsamniŋka
alvörusvip,           ˈalvœrʏsvɪːp
alvöruþunga,          ˈalvœrʏθuŋka
alzheimer,            ˈalshaimɛr
alúð,                 ˈaːluð
alúðlegur,            ˈaːluðlɛɣʏr
alþekkt,              ˈalθɛxt
alþingi,              ˈalθiɲcɪ
alþingis,             ˈalθiɲcɪs
alþingishúsið,        ˈalθiɲcshuːsɪð
alþingiskosningar,    ˈalθiɲcɪskʰɔstniŋkar
alþingiskosningum,    ˈalθiɲcɪskʰɔstniŋkʏm
alþingismanna,        ˈalθiɲcɪsmana
alþingismanni,        ˈalθiɲcɪsmanɪ
alþingismanns,        ˈalθiɲcɪsmans
alþingismaður,        ˈalθiɲcɪsmaːðʏr
alþingismenn,         ˈalθiɲcɪsmɛn
alþingismönnum,       ˈalθiɲcɪsmœnʏm
alþjóð,               ˈalθjouð
alþjóða,              ˈalθjouða
alþjóðabankans,       ˈalθjouðapauŋ̊kans
alþjóðabankinn,       ˈalθjouðapauɲ̊cɪn
alþjóðagjaldeyrissjóðsins,  ˈalθjouðacalteirɪsjouðsɪns
alþjóðagjaldeyrissjóðurinn, ˈalθjouðacalteirɪsjouðʏrɪn
alþjóðahvalveiðiráðsins, ˈalθjouðakʰvalveiðɪrauðsɪns
alþjóðalögum,         ˈalθjouðalœːɣʏm
alþjóðamarkaði,       ˈalθjouðamar̥kaðɪ
alþjóðamál,           ˈalθjouðamauːl
alþjóðamálum,         ˈalθjouðamauːlʏm
alþjóðasamfélaginu,   ˈalθjouðasamfjɛlaijɪnʏ
alþjóðasamfélagið,    ˈalθjouðasamfjɛlaijɪð
alþjóðasamfélagsins,  ˈalθjouðasamfjɛlaxsɪns
alþjóðasamninga,      ˈalθjouðasamniŋka
alþjóðastofnana,      ˈalθjouðastɔpnana
alþjóðasveitanna,     ˈalθjouðasveiːtana
alþjóðasveitirnar,    ˈalθjouðasveiːtɪrtnar
alþjóðasveitunum,     ˈalθjouðasveiːtɔnʏm
alþjóðavettvangi,     ˈalθjouðavɛhtvauɲcɪ
alþjóðavæðing,        ˈalθjouðavaiːðiŋk
alþjóðavæðingar,      ˈalθjouðavaiːðiŋkar
alþjóðavæðingu,       ˈalθjouðavaiːðiŋkʏ
alþjóðavísu,          ˈalθjouðaviːsʏ
alþjóðleg,            ˈalθjouðlɛɣ
alþjóðlega,           ˈalθjouðlɛɣa
alþjóðlegan,          ˈalθjouðlɛɣan
alþjóðlegar,          ˈalθjouðlɛɣar
alþjóðlegi,           ˈalθjouðleijɪ
alþjóðlegir,          ˈalθjouðleijɪr
alþjóðlegra,          ˈalθjouðlɛɣra
alþjóðlegrar,         ˈalθjouðlɛɣrar
alþjóðlegri,          ˈalθjouðlɛɣrɪ
alþjóðlegs,           ˈalθjouðlɛxs
alþjóðlegt,           ˈalθjouðlɛxt
alþjóðlegu,           ˈalθjouðlɛɣʏ
alþjóðlegum,          ˈalθjouðlɛɣʏm
alþjóðlegur,          ˈalθjouðlɛɣʏr
alþýða,               ˈalθiða
alþýðan,              ˈalθiðan
alþýðu,               ˈalθiðʏ
alþýðubandalaginu,    ˈalθiðʏpantalaijɪnʏ
alþýðubandalagið,     ˈalθiðʏpantalaijɪð
alþýðubandalagsins,   ˈalθiðʏpantalaxsɪns
alþýðublaðinu,        ˈalθiðʏplaːðɪnʏ
alþýðublaðið,         ˈalθiðʏplaːðɪð
alþýðuflokksins,      ˈalθiðʏflɔhksɪns
alþýðufylkingarinnar, ˈalθiðʏfɪl̥ciŋkarɪnar
alþýðuhúsinu,         ˈalθiðʏhuːsɪnʏ
alþýðunnar,           ˈalθiðʏnar
alþýðunni,            ˈalθiðʏnɪ
alþýðusambandið,      ˈalθiðʏsampantɪð
alþýðusambands,       ˈalθiðʏsampants
alþýðusambandsins,    ˈalθiðʏsampantsɪns
ama,                  ˈaːma
amalegt,              ˈaːmalɛxt
amalía,               ˈaːmalija
amalíu,               ˈaːmalijʏ
amanda,               ˈaːmanta
amar,                 ˈaːmar
amast,                ˈaːmast
amasónar,             ˈaːmasounar
amaði,                ˈaːmaðɪ
ambassadorinn,        ˈampasatɔrɪn
ambátt,               ˈampauht
ambáttin,             ˈampauhtɪn
ambáttir,             ˈampauhtɪr
amen,                 ˈaːmɛn
ameríka,              ˈaːmɛrika
ameríkana,            ˈaːmɛrikʰaːna
ameríkanar,           ˈaːmɛrikʰaːnar
ameríkanarnir,        ˈaːmɛrikʰanːartnɪr
ameríkani,            ˈaːmɛrikʰaːnɪ
ameríkaninn,          ˈaːmɛrikʰaːnɪn
ameríku,              ˈaːmɛrikʏ
ameríkumaðurinn,      ˈaːmɛrikʏmaːðʏrɪn
amerísk,              ˈaːmɛrisk
ameríska,             ˈaːmɛriska
amerískan,            ˈaːmɛriskan
amerískar,            ˈaːmɛriskar
ameríski,             ˈaːmɛriscɪ
amerískir,            ˈaːmɛriscɪr
amerískri,            ˈaːmɛriskrɪ
amerískt,             ˈaːmɛrist
amerísku,             ˈaːmɛriskʏ
amerískum,            ˈaːmɛriskʏm
amerískur,            ˈaːmɛriskʏr
ametyst,              ˈaːmɛtʰɪst
amfetamín,            ˈamfɛtamiːn
amfetamíni,           ˈamfɛtamiːnɪ
amfetamínneytendur,   ˈamfɛtamineiːtɛntʏr
amfetamíns,           ˈamfɛtamins
amma,                 ˈama
amman,                ˈaman
amper,                ˈam̥pɛr
amsterdam,            ˈamstɛrtam
amstri,               ˈamstrɪ
amstur,               ˈamstʏr
amtbókasafninu,       ˈam̥tpoukasapnɪnʏ
amtmanni,             ˈam̥tmanɪ
amtmanns,             ˈam̥tmans
amtmannsins,          ˈam̥tmansɪns
amtmaður,             ˈam̥tmaðʏr
amtsbókasafnið,       ˈam̥tspoukasapnɪð
an,                   ˈaːn
ana,                  ˈaːna
ananas,               ˈaːnanas
anarkismi,            ˈaːnarcɪsmɪ
anarkista,            ˈaːnarcɪsta
anarkistar,           ˈaːnarcɪstar
anda,                 ˈanta
andafjör,             ˈantafjœːr
andagift,             ˈantacɪft
andakt,               ˈantaxt
andaktugur,           ˈantaxtʏɣʏr
andakílsbrautinni,    ˈantacʰilsprœitɪnɪ
andalúsíu,            ˈantalusijʏ
andann,               ˈantan
andans,               ˈantans
andanum,              ˈantanʏm
andapollinn,          ˈantapʰɔtlɪn
andar,                ˈantar
andardrátt,           ˈantartrauht
andardráttinn,        ˈantartrauhtɪn
andardráttur,         ˈantartrauhtʏr
andardrátturinn,      ˈantartrauhtʏrɪn
andardrættinum,       ˈantartraihtɪnʏm
andarnir,             ˈantartnɪr
andarslitrunum,       ˈantarstlɪtrɔnʏm
andartak,             ˈantartʰaːk
andartaki,            ˈantartʰaːcɪ
andartakið,           ˈantartʰaːcɪð
andartaks,            ˈantartʰaks
andartaksins,         ˈantartʰaksɪns
andartaksstund,       ˈantartʰakstʏnt
andartaksþögn,        ˈantartʰaksθœkn̥
andartegundum,        ˈantartʰɛːɣʏntʏm
andartök,             ˈantartʰœːk
andartökum,           ˈantartʰœːkʏm
andarunga,            ˈantaruŋka
andarvarp,            ˈantarvar̥p
andast,               ˈantast
andavatn,             ˈantavahtn̥
andað,                ˈantað
andaði,               ˈantaðɪ
andaðist,             ˈantaðɪst
andaðu,               ˈantaðʏ
andblæ,               ˈantplai
andblæinn,            ˈantplaijɪn
andblær,              ˈantplair
anddyri,              ˈantɪrɪ
anddyrinu,            ˈantɪrɪnʏ
anddyrið,             ˈantɪrɪð
anders,               ˈantɛr̥s
andersen,             ˈantɛr̥sɛn
andersens,            ˈantɛr̥sɛns
andersson,            ˈantɛr̥sɔːn
andes,                ˈantɛs
andesfjöllin,         ˈantɛsfjœtlɪn
andey,                ˈantei
andfuglum,            ˈantfʏklʏm
andfúll,              ˈantfutl̥
andhverfu,            ˈantkʰvɛrvʏ
andhéri,              ˈantçɛːrɪ
andi,                 ˈantɪ
andinn,               ˈantɪn
andkommúnista,        ˈantkʰɔmunɪsta
andköf,               ˈantkʰœv
andköfum,             ˈantkʰœvʏm
andleg,               ˈantlɛɣ
andlega,              ˈantlɛɣa
andlegan,             ˈantlɛɣan
andlegar,             ˈantlɛɣar
andlegir,             ˈantleijɪr
andlegra,             ˈantlɛɣra
andlegrar,            ˈantlɛɣrar
andlegri,             ˈantlɛɣrɪ
andlegs,              ˈantlɛxs
andlegt,              ˈantlɛxt
andlegu,              ˈantlɛɣʏ
andlegum,             ˈantlɛɣʏm
andlegur,             ˈantlɛɣʏr
andleysið,            ˈantleisɪð
andlit,               ˈantlɪt
andliti,              ˈantlɪtɪ
andlitin,             ˈantlɪtɪn
andlitinu,            ˈantlɪtɪnʏ
andlitið,             ˈantlɪtɪð
andlits,              ˈantlɪts
andlitsdrætti,        ˈantlɪtstraihtɪ
andlitsdrættir,       ˈantlɪtstraihtɪr
andlitsdrættirnir,    ˈantlɪtstraihtɪrtnɪr
andlitsins,           ˈantlɪtsɪns
andlitslitir,         ˈantlɪtstlɪːtɪr
andlitslyftingu,      ˈantlɪtstlɪftiŋkʏ
andlitslyftur,        ˈantlɪtstlɪftʏr
andlitsmynd,          ˈantlɪtsmɪnt
andlitssnyrtingu,     ˈantlɪtstnɪr̥tiŋkʏ
andlitssvip,          ˈantlɪtsvɪːp
andlitsvatn,          ˈantlɪtsvahtn̥
andlitsvatnið,        ˈantlɪtsvahtnɪð
andlitum,             ˈantlɪtʏm
andlát,               ˈantlaut
andláti,              ˈantlautɪ
andlátið,             ˈantlautɪð
andláts,              ˈantlauts
andmæla,              ˈantmaila
andmæli,              ˈantmailɪ
andmælt,              ˈantmail̥t
andmælti,             ˈantmail̥tɪ
andmælum,             ˈantmailʏm
andnauð,              ˈantnœið
andorra,              ˈantɔra
andra,                ˈantra
andrea,               ˈantrɛa
andreas,              ˈantrɛas
andreu,               ˈantrɛʏ
andri,                ˈantrɪ
andrá,                ˈantrau
andráin,              ˈantrauɪn
andránni,             ˈantraunɪ
andrés,               ˈantrjɛs
andrésar,             ˈantrjɛsar
andrésdóttir,         ˈantrjɛstouhtɪr
andrésdóttur,         ˈantrjɛstouhtʏr
andrési,              ˈantrjɛsɪ
andrésson,            ˈantrjɛsɔːn
andréssonar,          ˈantrjɛsɔːnar
andríkur,             ˈantrikʏr
andrúmsloft,          ˈantrumstlɔft
andrúmslofti,         ˈantrumstlɔftɪ
andrúmsloftinu,       ˈantrumstlɔftɪnʏ
andrúmsloftið,        ˈantrumstlɔftɪð
andskota,             ˈanskɔta
andskotann,           ˈanskɔtan
andskotans,           ˈanskɔtans
andskotar,            ˈanskɔtar
andskotast,           ˈanskɔtast
andskoti,             ˈanskɔtɪ
andskotinn,           ˈanskɔtɪn
andskáldsöguna,       ˈantskaultsœɣʏna
andsnúinn,            ˈantstnuɪn
andsnúnir,            ˈantstnunɪr
andspyrnu,            ˈantspɪrtnʏ
andspyrnulítið,       ˈantspɪrtnʏliːtɪð
andspænis,            ˈantspainɪs
andstaða,             ˈantstaða
andstaðan,            ˈantstaðan
andstreymi,           ˈantstreimɪ
andstutt,             ˈantstʏht
andstyggilega,        ˈantstɪcɪlɛɣa
andstyggilegt,        ˈantstɪcɪlɛːxt
andstyggilegu,        ˈantstɪcɪlɛɣʏ
andstyggilegur,       ˈantstɪcɪlɛɣʏr
andstyggð,            ˈantstɪɣð
andstyggðar,          ˈantstɪɣðar
andstætt,             ˈantstaiht
andstæð,              ˈantstaið
andstæða,             ˈantstaiða
andstæðar,            ˈantstaiðar
andstæðing,           ˈantstaiðiŋk
andstæðinga,          ˈantstaiðiŋka
andstæðinganna,       ˈantstaiðiŋkana
andstæðingar,         ˈantstaiðiŋkar
andstæðingarnir,      ˈantstaiðiŋkartnɪr
andstæðinginn,        ˈantstaiðiɲcɪn
andstæðingum,         ˈantstaiðiŋkʏm
andstæðingur,         ˈantstaiðiŋkʏr
andstæðingurinn,      ˈantstaiðiŋkʏrɪn
andstæðir,            ˈantstaiðɪr
andstæðu,             ˈantstaiðʏ
andstæðum,            ˈantstaiðʏm
andstæður,            ˈantstaiðʏr
andstöðu,             ˈantstœðʏ
andstöðuflokkur,      ˈantstœðʏflɔhkʏr
andsvar,              ˈantsvar
andvaka,              ˈantvaka
andvana,              ˈantvana
andvara,              ˈantvara
andvari,              ˈantvarɪ
andvarpandi,          ˈantvar̥pantɪ
andvarpaði,           ˈantvar̥paðɪ
andvarpi,             ˈantvar̥pɪ
andvirði,             ˈantvɪrðɪ
andvíg,               ˈantviɣ
